 PATH path4158 FOUND 
Scale factor = 1.000000
    497.94,416.16
    503.63,408.22
    509.12,402.17
    514.44,395.98
    518.27,388.83
    518.66,380.72
    517.55,372.63
    518.40,371.12
    521.21,364.75
    517.55,359.69
    509.82,363.97
    501.17,365.81
    492.38,364.89
    486.85,372.73
    481.03,380.34
    474.93,387.73
    468.51,394.85
    461.73,401.62
    454.49,407.90
    446.66,413.42
    438.40,418.65
    430.22,424.01
    421.99,429.31
    413.62,434.36
    405.01,438.99
    396.11,443.05
    386.93,446.42
    377.50,449.03
    367.89,450.84
    358.33,452.21
    348.75,453.50
    339.16,454.67
    329.55,455.68
    319.92,456.47
    310.28,457.01
    300.62,457.25
    290.96,457.16
    281.31,456.71
    271.68,455.90
    262.30,455.06
    252.90,454.39
    243.50,453.77
    234.11,453.07
    224.73,452.17
    215.38,451.01
    206.08,449.54
    196.83,447.74
    187.65,445.62
    178.55,443.21
    169.51,440.54
    160.56,437.61
    151.36,434.51
    142.14,431.45
    132.92,428.41
    123.69,425.40
    114.45,422.40
    105.22,419.39
    96.00,416.36
    86.79,413.28
    77.60,410.14
    68.45,406.88
    59.37,403.43
    50.43,399.65
    41.84,395.13
    33.47,390.48
    24.59,386.88
    15.49,383.84
    7.24,379.10
    0.83,373.05
    8.07,371.70
    16.81,372.91
    26.14,375.54
    35.41,378.41
    44.67,381.32
    53.93,384.20
    63.21,387.05
    72.50,389.84
    81.81,392.57
    91.14,395.22
    100.50,397.78
    109.88,400.25
    119.29,402.62
    128.73,404.87
    138.19,407.00
    147.69,409.00
    157.21,410.84
    166.77,412.52
    176.35,414.01
    185.97,415.28
    195.62,416.32
    205.29,417.08

Object origin:
342.657961 230.305994

Eagle Command:
set wire_bend 2;
change layer ;
set width 0.000500;
poly (R -2.763971 -3.720040) (R -2.566055 -3.725763) (R -2.368064 -3.725603) (R -2.170098 -3.721411) (R -1.972252 -3.713865) (R -1.774546 -3.703236) (R -1.577026 -3.689597) (R -1.379715 -3.672896) (R -1.182709 -3.652983) (R -0.986090 -3.629617) (R -0.789946 -3.602445) (R -0.594461 -3.570992) (R -0.399828 -3.534602) (R -0.206372 -3.492378) (R -0.014602 -3.443057) (R 0.174622 -3.384800) (R 0.359792 -3.314784) (R 0.537863 -3.228447) (R 0.701883 -3.118023) (R 0.844385 -2.998484) (R 0.985104 -2.876800) (R 1.123556 -2.752556) (R 1.259002 -2.625075) (R 1.390061 -2.493080) (R 1.512083 -2.352835) (R 1.612094 -2.209023) (R 1.711439 -2.064744) (R 1.808315 -1.918792) (R 1.853665 -1.740009) (R 1.795746 -1.564178) (R 1.671663 -1.425386) (R 1.503866 -1.358812) (R 1.377878 -1.474301) (R 1.302513 -1.628872) (R 1.256732 -1.795096) (R 1.217709 -1.963124) (R 1.139205 -2.113056) (R 0.977152 -2.185929) (R 0.827217 -2.118239) (R 0.850983 -1.947735) (R 0.962019 -1.790327) (R 1.082135 -1.639674) (R 1.198125 -1.486019) (R 1.247643 -1.303513) (R 1.218066 -1.207151) (R 1.123862 -1.188172) (R 0.971963 -1.250565) (R 0.824880 -1.323552) (R 0.679519 -1.400002) (R 0.528872 -1.465272) (R 0.366600 -1.482665) (R 0.219829 -1.412108) (R 0.136557 -1.272791) (R 0.185856 -1.124067) (R 0.340388 -1.074238) (R 0.523052 -1.066544) (R 0.705750 -1.060037) (R 0.883335 -1.025007) (R 1.015795 -0.948648) (R 1.004206 -0.803045) (R 0.908275 -0.681063) (R 0.801752 -0.567863) (R 0.691801 -0.447681) (R 0.656951 -0.290793) (R 0.728733 -0.146506) (R 0.870675 -0.075554) (R 1.007937 -0.191385) (R 1.061972 -0.372346) (R 1.106396 -0.522348) (R 1.169709 -0.665334) (R 1.278588 -0.767600) (R 1.353435 -0.677318) (R 1.362984 -0.548171) (R 1.420227 -0.369668) (R 1.493657 -0.196983) (R 1.605833 -0.046842) (R 1.754018 0.067918) (R 1.930629 0.109831) (R 2.088773 0.020548) (R 2.193601 -0.131220) (R 2.265978 -0.301368) (R 2.316656 -0.479248) (R 2.365835 -0.305960) (R 2.410312 -0.131369) (R 2.450048 0.044349) (R 2.484092 0.221240) (R 2.510626 0.399399) (R 2.526154 0.578858) (R 2.522842 0.758849) (R 2.477091 0.931893) (R 2.301878 0.989138) (R 2.110862 0.945998) (R 1.923250 0.889044) (R 1.730771 0.863752) (R 1.594474 0.923112) (R 1.501854 1.036581) (R 1.362688 0.943427) (R 1.211644 0.871252) (R 1.048200 0.838339) (R 0.894146 0.893708) (R 0.851032 1.015585) (R 0.948286 1.109348) (R 1.078851 1.152405) (R 1.190818 1.172112) (R 1.302542 1.193155) (R 1.178546 1.283294) (R 1.026878 1.325506) (R 0.871039 1.348650) (R 0.713877 1.360581) (R 0.539902 1.407534) (R 0.487864 1.567117) (R 0.617890 1.685466) (R 0.787986 1.643607) (R 0.896822 1.563274) (R 1.015733 1.498976) (R 1.146368 1.467482) (R 1.023514 1.530987) (R 0.915168 1.616522) (R 0.853796 1.737549) (R 0.911445 1.894801) (R 1.073988 1.924560) (R 1.217580 1.830584) (R 1.307708 1.720766) (R 1.378968 1.597632) (R 1.492132 1.529772) (R 1.535475 1.621187) (R 1.495204 1.726296) (R 1.460162 1.915854) (R 1.568347 2.063879) (R 1.716470 2.053358) (R 1.803827 1.929190) (R 1.815908 1.776934) (R 1.792158 1.629844) (R 1.839155 1.497603) (R 2.014693 1.467772) (R 2.189871 1.497240) (R 2.319952 1.614509) (R 2.374580 1.803275) (R 2.390341 1.999612) (R 2.367434 2.194986) (R 2.277272 2.367704) (R 2.130004 2.435450) (R 1.966081 2.451393) (R 1.802786 2.472535) (R 1.647116 2.525243) (R 1.482445 2.610097) (R 1.324719 2.707111) (R 1.181539 2.824358) (R 1.061972 2.965508) (R 0.939751 3.089965) (R 0.801503 3.196702) (R 0.701883 3.341069) (R 0.576016 3.490808) (R 0.424049 3.615275) (R 0.297995 3.764125) (R 0.260319 3.954827) (R 0.292805 4.148090) (R 0.376806 4.307877) (R 0.522122 4.415374) (R 0.695018 4.470983) (R 0.875390 4.494682) (R 1.057306 4.501307) (R 1.239376 4.500958) (R 1.421370 4.504301) (R 1.599292 4.538083) (R 1.761425 4.597120) (R 1.932747 4.606120) (R 2.090194 4.538083) (R 2.248663 4.460601) (R 2.410949 4.390718) (R 2.564836 4.304142) (R 2.703471 4.194873) (R 2.833033 4.074128) (R 2.961137 3.951831) (R 3.088877 3.829162) (R 3.216878 3.706784) (R 3.364164 3.588077) (R 3.526194 3.490199) (R 3.694160 3.402760) (R 3.862887 3.316785) (R 4.030091 3.227859) (R 4.197975 3.145096) (R 4.371678 3.075340) (R 4.549922 3.018224) (R 4.731939 2.974737) (R 4.916985 2.946804) (R 5.103865 2.937253) (R 5.290527 2.949749) (R 5.473494 2.988444) (R 5.647478 3.056937) (R 5.650291 3.221508) (R 5.653104 3.386080) (R 5.685340 3.528815) (R 5.812049 3.505641) (R 5.912380 3.545356) (R 6.030072 3.667400) (R 6.189622 3.614883) (R 6.194999 3.435313) (R 6.136973 3.262300) (R 6.085828 3.144354) (R 6.035698 3.025991) (R 6.180231 3.091199) (R 6.317176 3.171046) (R 6.440095 3.270846) (R 6.525194 3.402959) (R 6.655295 3.481941) (R 6.801013 3.406811) (R 6.853159 3.254912) (R 6.758689 3.121640) (R 6.592268 3.029551) (R 6.405952 2.987658) (R 6.226995 2.921903) (R 6.114165 2.841321) (R 6.257237 2.837313) (R 6.401413 2.851573) (R 6.542117 2.849116) (R 6.664745 2.785467) (R 6.660227 2.657463) (R 6.531895 2.565550) (R 6.373939 2.550003) (R 6.215743 2.570254) (R 6.045788 2.593804) (R 5.874413 2.591994) (R 5.708251 2.550694) (R 5.551829 2.480232) (R 5.368378 2.431040) (R 5.178719 2.412674) (R 4.988169 2.409051) (R 4.797786 2.417354) (R 4.608602 2.440098) (R 4.429365 2.499924) (R 4.446052 2.362900) (R 4.537902 2.198541) (R 4.617131 2.027778) (R 4.679978 1.850341) (R 4.724806 1.667529) (R 4.750942 1.481151) (R 4.758508 1.293064) (R 4.756716 1.102309) (R 4.753182 0.911573) (R 4.746634 0.720913) (R 4.736122 0.530424) (R 4.720782 0.340279) (R 4.699725 0.150675) (R 4.671972 -0.038049) (R 4.636387 -0.225481) (R 4.591651 -0.410910) (R 4.536185 -0.593412) (R 4.468139 -0.771611) (R 4.385438 -0.943466) (R 4.285912 -1.106124) (R 4.167738 -1.255689) (R 4.072379 -1.377831) (R 3.972800 -1.498604) (R 3.968001 -1.624218) (R 4.153231 -1.649812) (R 4.336858 -1.684748) (R 4.509672 -1.754582) (R 4.643168 -1.883032) (R 4.695916 -2.027896) (R 4.668389 -2.179077) (R 4.579923 -2.306272) (R 4.465937 -2.411912) (R 4.337416 -2.547052) (R 4.246740 -2.709812) (R 4.229629 -2.892968) (R 4.425600 -2.908501) (R 4.615370 -2.958877) (R 4.766948 -3.078639) (R 4.727206 -3.211473) (R 4.576089 -3.257014) (R 4.418112 -3.269936) (R 4.599263 -3.294361) (R 4.776084 -3.340454) (R 4.937976 -3.423769) (R 5.020136 -3.579387) (R 4.978114 -3.731821) (R 4.837427 -3.794692) (R 4.682284 -3.757576) (R 4.547519 -3.672223) (R 4.410513 -3.533616) (R 4.271826 -3.396530) (R 4.198209 -3.504297) (R 4.212568 -3.673303) (R 4.251166 -3.838539) (R 4.325277 -3.990114) (R 4.427262 -4.135597) (R 4.488900 -4.301899) (R 4.469638 -4.475713) (R 4.339343 -4.592137) (R 4.183524 -4.606120) (R 4.081643 -4.486801) (R 4.046407 -4.330115) (R 4.044102 -4.169190) (R 4.066463 -4.009806) (R 4.080025 -3.845597) (R 4.052021 -3.683078) (R 3.988759 -3.530735) (R 3.890972 -3.398166) (R 3.745759 -3.343079) (R 3.622523 -3.469504) (R 3.561582 -3.647524) (R 3.526330 -3.832575) (R 3.457500 -3.993950) (R 3.303692 -4.076842) (R 3.129670 -4.063257) (R 3.045313 -3.890160) (R 3.089008 -3.701794) (R 3.202813 -3.542816) (R 3.312595 -3.421909) (R 3.419112 -3.298160) (R 3.495565 -3.155159) (R 3.503420 -2.992843) (R 3.481319 -2.831078) (R 3.498139 -2.800903) (R 3.554462 -2.673539) (R 3.481319 -2.572264) (R 3.326625 -2.657995) (R 3.153625 -2.694783) (R 2.977757 -2.676352) (R 2.867308 -2.833041) (R 2.750876 -2.985324) (R 2.628819 -3.133136) (R 2.500524 -3.275582) (R 2.364879 -3.411002) (R 2.220082 -3.536562) (R 2.063469 -3.646904) (R 1.898134 -3.751489) (R 1.734546 -3.858736) (R 1.570125 -3.964721) (R 1.402612 -4.065751) (R 1.230354 -4.158381) (R 1.052409 -4.239598) (R 0.868814 -4.306978) (R 0.680295 -4.359021) (R 0.488081 -4.395213) (R 0.296812 -4.422646) (R 0.105294 -4.448490) (R -0.086503 -4.471921) (R -0.278692 -4.492050) (R -0.471282 -4.507945) (R -0.664201 -4.518696) (R -0.857366 -4.523483) (R -1.050585 -4.521639) (R -1.243599 -4.512712) (R -1.436143 -4.496488) (R -1.623770 -4.479625) (R -1.811723 -4.466284) (R -1.999732 -4.453894) (R -2.187592 -4.439857) (R -2.375134 -4.421973) (R -2.562096 -4.398701) (R -2.748152 -4.369211) (R -2.933104 -4.333247) (R -3.116698 -4.290979) (R -3.298837 -4.242800) (R -3.479474 -4.189216) (R -3.658566 -4.130773) (R -3.842584 -4.068679) (R -4.026893 -4.007409) (R -4.211373 -3.946767) (R -4.396008 -3.886518) (R -4.580703 -3.826429) (R -4.765347 -3.766239) (R -4.949835 -3.705621) (R -5.134063 -3.644144) (R -5.317778 -3.581247) (R -5.500717 -3.516041) (R -5.682270 -3.447071) (R -5.861109 -3.371432) (R -6.032901 -3.281188) (R -6.200456 -3.188131) (R -6.378066 -3.116081) (R -6.559955 -3.055389) (R -6.724947 -2.960484) (R -6.853159 -2.839513) (R -6.708457 -2.812532) (R -6.533650 -2.836704) (R -6.346910 -2.889317) (R -6.161561 -2.946716) (R -5.976418 -3.004820) (R -5.791160 -3.062586) (R -5.605665 -3.119525) (R -5.419821 -3.175350) (R -5.233593 -3.229839) (R -5.046932 -3.282807) (R -4.859806 -3.334080) (R -4.672153 -3.383491) (R -4.483989 -3.430844) (R -4.295261 -3.475947) (R -4.105950 -3.518574) (R -3.916068 -3.558467) (R -3.725545 -3.595346) (R -3.534431 -3.628860) (R -3.342707 -3.658614) (R -3.150339 -3.684138) (R -2.957413 -3.704849) (R -2.763971 -3.720046) (R -2.763971 -3.720040);

